code,name,enname,pct_chg_exact,limit_up_count,up_count,up_true_count,limit_up_used,open,high,low,close,pre_close,change,amplitude,vol,amount,sector,turnover_rate,volume_ratio,ma_3,pct_chg_3,ma_5,pct_chg_5,ma_10,pct_chg_10
002266,浙富控股,"Zhefu Holding Group Co.,Ltd",2.45,0,1,5,False,4.11,4.27,4.11,4.18,4.08,0.1,3.92,103535.35,43399.613,SZ,0.6323,2.49,4.11,2.45,4.11,2.45,4.1,3.72
002267,陕天然气,"Shaanxi Provincial Natural Gas Co.,Ltd.",1.13,0,1,1,False,7.1,7.16,7.05,7.16,7.08,0.08,1.55,36348.06,25923.705,SZ,0.3268,0.94,7.12,-0.42,7.17,-1.51,7.25,-2.45
002269,美邦服饰,"Shanghai Metersbonwe Fashion & Accessories Co.,Ltd.",2.06,0,1,0,False,1.94,1.98,1.93,1.98,1.94,0.04,2.58,58610.94,11522.329,SZ,0.2333,0.92,1.96,3.66,1.94,4.76,1.95,-1.0
002271,东方雨虹,"Beijing Oriental Yuhong Waterproof Technology Co.,Ltd.",5.58,0,1,2,False,24.12,25.35,24.1,25.35,24.01,1.34,5.21,262891.71,654228.713,SZ,2.5926,2.09,24.54,4.75,24.49,4.58,24.17,7.05
002272,川润股份,"Sichuan Crun Co., Ltd",1.19,0,1,0,False,4.17,4.25,4.14,4.24,4.19,0.05,2.63,18105.0,7625.985,SZ,0.5577,1.04,4.22,0.24,4.23,0.95,4.21,-0.47
002275,桂林三金,"Guilin Sanjin Pharmaceutical Co.,Ltd",0.56,0,1,0,False,12.58,12.67,12.55,12.65,12.58,0.07,0.95,3555.16,4480.559,SZ,0.0667,0.95,12.68,-2.01,12.78,-1.56,12.82,-2.69
002277,友阿股份,"Hunan Friendship&Apollo Commercial Co.,Ltd.",1.28,0,1,0,False,3.12,3.17,3.12,3.17,3.13,0.04,1.6,57447.26,18114.106,SZ,0.4121,1.33,3.14,0.96,3.15,1.6,3.14,0.63
002278,神开股份,Shanghai SK Petroleum & Chemical Equipment Corporation Ltd.,0.83,0,1,0,False,6.04,6.1,6.01,6.09,6.04,0.05,1.49,20721.14,12562.226,SZ,0.6024,0.59,6.06,-0.49,6.1,-2.09,6.14,-0.33
002282,博深股份,"BOSUN Co.,Ltd.",0.25,0,1,3,False,7.98,8.02,7.92,7.99,7.97,0.02,1.25,5660.66,4520.754,SZ,0.2407,0.81,8.0,-1.84,8.07,-1.84,8.08,-0.37
002283,天润曲轴,"Tianrun Crankshaft Co.,Ltd.",1.13,0,1,1,False,3.55,3.62,3.52,3.58,3.54,0.04,2.82,27615.17,9869.224,SZ,0.2867,1.58,3.55,0.56,3.56,1.42,3.56,0.0
002284,亚太股份,"Zhejiang Asia-Pacific Mechanical& Electronic Co.,Ltd",1.1,0,1,0,False,4.53,4.58,4.49,4.58,4.53,0.05,1.99,14441.43,6541.077,SZ,0.2105,0.48,4.56,-2.35,4.59,2.92,4.53,0.66
002292,奥飞娱乐,Alpha Group,0.84,0,1,0,False,8.23,8.45,8.01,8.36,8.29,0.07,5.31,144782.63,120119.713,SZ,1.7797,0.61,8.42,-5.96,8.66,-2.11,8.46,6.63
002293,罗莱生活,"Luolai Lifestyle Technology Co.,Ltd.",0.46,0,1,1,False,8.73,8.75,8.51,8.69,8.65,0.04,2.77,14191.51,12280.7,SZ,0.1839,1.0,8.7,-1.36,8.77,-2.91,8.88,-3.44
002295,精艺股份,"Guangdong Jingyi Metal Co., Ltd.",0.7,0,1,0,False,7.14,7.29,7.11,7.19,7.14,0.05,2.52,9290.0,6696.374,SZ,0.3713,1.44,7.18,0.42,7.18,1.13,7.13,0.56
002296,辉煌科技,"Henan Splendor Science & Technology Co., Ltd.",4.47,0,1,0,True,7.39,8.13,7.39,7.72,7.39,0.33,10.01,468132.17,363921.542,SZ,14.2306,1.29,7.59,6.78,7.51,5.32,7.42,6.93
002302,西部建设,"China West Construction Group Co.,Ltd",5.43,0,1,2,False,10.9,11.45,10.9,11.45,10.86,0.59,5.06,254846.4,286796.283,SZ,2.0568,3.09,11.09,4.47,11.07,5.72,10.98,6.51
002304,洋河股份,"Jiangsu Yanghe Brewery Joint-Stock Co., Ltd.",1.31,0,1,0,False,97.51,99.3,97.14,99.2,97.92,1.28,2.21,36128.7,355603.435,SZ,0.2893,0.76,98.9,-0.03,98.78,1.87,98.05,2.14
002307,北新路桥,"Xinjiang Beixin Road & Bridge Group Co., Ltd.",3.0,0,1,0,False,5.65,5.83,5.63,5.83,5.66,0.17,3.53,191892.18,110974.104,SZ,2.152,2.46,5.72,3.74,5.7,3.37,5.68,7.76
002308,威创股份,"Vtron Group Co.,Ltd.",0.91,0,1,1,False,4.42,4.58,4.35,4.45,4.41,0.04,5.22,103693.56,46122.719,SZ,1.1485,1.11,4.46,-1.77,4.48,2.06,4.43,1.37
002309,中利集团,"Jiangsu Zhongli Group Co.,Ltd",0.17,0,1,1,False,5.85,5.89,5.8,5.84,5.83,0.01,1.54,29073.04,16980.464,SZ,0.4174,0.51,5.85,-0.68,5.86,0.69,5.78,-0.51
002311,海大集团,"Guangdong Haid Group Co.,Limited",0.13,0,1,0,False,31.15,31.78,30.78,31.25,31.21,0.04,3.2,80256.16,251074.121,SZ,0.5166,1.03,31.5,-2.28,31.83,-4.23,32.35,-6.3
002312,三泰控股,"Chengdu Santai Holding Group Co.,Ltd.",1.91,0,1,1,False,4.55,4.55,4.22,4.26,4.18,0.08,7.89,319295.51,139721.998,SZ,2.3676,1.73,4.22,1.43,4.21,1.67,4.17,2.65
002314,南山控股,"Shenzhen New Nanshan Holding (Group) Co.,Ltd",5.88,0,1,0,True,2.89,3.18,2.88,3.06,2.89,0.17,10.38,228518.75,70820.99,SZ,2.009,7.58,2.96,5.52,2.94,4.44,2.92,6.62
002318,久立特材,"Zhejiang JIULI Hi-tech Metals Co., Ltd.",3.16,0,1,0,False,8.54,8.9,8.53,8.81,8.54,0.27,4.33,255769.85,224584.849,SZ,3.1278,0.94,8.72,0.8,8.78,-4.24,8.73,4.51
002325,洪涛股份,"ShenZhen Hongtao Group CO.,LTD.",0.65,0,1,1,False,3.09,3.11,3.05,3.1,3.08,0.02,1.95,44995.06,13874.468,SZ,0.484,1.0,3.09,0.65,3.09,1.31,3.07,2.31
002327,富安娜,"Shenzhen Fuanna Bedding and Furnishing Co.,Ltd.",0.77,0,1,1,False,6.53,6.58,6.47,6.57,6.52,0.05,1.69,13826.44,9044.678,SZ,0.264,0.84,6.57,-1.65,6.63,-2.09,6.73,-4.09
002328,新朋股份,"Shanghai Xinpeng Industry Co.,Ltd.",0.27,0,1,0,False,3.64,3.67,3.6,3.65,3.64,0.01,1.92,39557.6,14402.312,SZ,0.7185,1.09,3.66,-1.08,3.69,-1.62,3.7,-2.41
002329,皇氏集团,"Royal Group Co.,Ltd.",2.72,0,1,0,False,3.67,3.78,3.64,3.77,3.67,0.1,3.81,35950.93,13391.724,SZ,0.7234,1.05,3.73,0.27,3.74,3.29,3.72,1.89
002334,英威腾,"Shenzhen INVT Electric Co., Ltd.",1.48,0,1,2,False,4.08,4.14,4.04,4.12,4.06,0.06,2.46,34018.49,13994.094,SZ,0.5596,1.32,4.09,0.98,4.08,3.0,4.04,4.57
002337,赛象科技,"Tianjin Saixiang Technology Co.,Ltd",0.59,0,1,0,False,3.39,3.44,3.33,3.43,3.41,0.02,3.23,28018.16,9498.251,SZ,0.4767,0.83,3.43,-1.15,3.45,0.0,3.46,-1.15
002342,巨力索具,"Juli Sling Co., Ltd.",1.0,0,1,0,False,3.0,3.04,2.99,3.03,3.0,0.03,1.67,27665.0,8364.545,SZ,0.314,0.89,3.02,1.0,3.01,1.68,3.01,0.66
002344,海宁皮城,"Haining China Leather Market Co.,Ltd",1.99,0,1,0,False,4.02,4.1,4.01,4.1,4.02,0.08,2.24,75676.77,30784.312,SZ,0.5933,1.76,4.05,2.24,4.04,2.24,4.04,0.24
002346,柘中股份,"Shanghai Zhezhong Group Co., Ltd",0.56,0,1,2,False,10.7,10.75,10.59,10.7,10.64,0.06,1.5,5227.0,5572.168,SZ,0.1325,0.75,10.68,-0.74,10.75,0.56,10.76,-1.92
002349,精华制药,"Jinghua Pharmaceutical Group Co., Ltd.",0.92,0,1,1,False,4.37,4.4,4.28,4.4,4.36,0.04,2.75,16097.0,7011.93,SZ,0.196,0.9,4.4,0.92,4.39,0.92,4.38,1.38
002353,杰瑞股份,"Yantai Jereh Oilfield Services Group Co., Ltd.",0.93,0,1,4,False,31.56,31.73,30.8,31.63,31.34,0.29,2.97,92053.41,288566.099,SZ,1.3821,0.76,31.46,-0.75,31.67,-0.72,30.65,11.92
002355,兴民智通,"Xingmin Intelligent Transportation Systems (Group) Co., Ltd.",0.49,0,1,0,False,6.09,6.19,6.05,6.15,6.12,0.03,2.29,26063.43,15924.239,SZ,0.451,0.67,6.14,-0.49,6.16,0.82,6.16,-0.81
002357,富临运业,"Sichuan Fulin Transportation Group Co.,Ltd.",0.7,0,1,0,False,5.73,5.8,5.73,5.79,5.75,0.04,1.22,13400.61,7721.956,SZ,0.4278,0.86,5.77,2.12,5.75,2.12,5.74,-0.86
002358,森源电气,"Henan Senyuan Electric Co.,Ltd.",0.45,0,1,0,False,6.62,6.66,6.55,6.65,6.62,0.03,1.66,42064.9,27825.089,SZ,0.462,0.91,6.65,0.45,6.65,0.3,6.71,-6.21
002363,隆基机械,"Shandong Longji Machinery Co., Ltd.",2.25,0,1,0,False,5.76,5.94,5.71,5.92,5.79,0.13,3.97,46473.5,27242.158,SZ,1.1178,1.4,5.84,2.25,5.83,3.86,5.75,2.6
002366,台海核电,"Taihai Manoir Nuclear Equipment Co.,Ltd.",0.43,0,1,0,False,6.93,7.07,6.82,6.96,6.93,0.03,3.61,73396.82,51001.531,SZ,1.4999,1.26,6.96,0.87,6.95,1.02,6.93,-1.97
002379,宏创控股,Shandong Hongchuang Aluminum Industry Holding Company Limited,1.64,0,1,0,False,3.63,3.75,3.62,3.71,3.65,0.06,3.56,77531.21,28718.034,SZ,0.8369,1.26,3.67,2.77,3.65,6.3,3.56,7.23
002382,蓝帆医疗,"Blue Sail Medical Co.,Ltd.",0.63,0,1,2,False,12.67,12.81,12.46,12.74,12.66,0.08,2.76,28304.0,35712.672,SZ,0.442,0.89,12.8,-2.75,12.91,-1.16,13.19,-6.32
002386,天原集团,"Yibin Tianyuan Group Co.,Ltd.",1.1,0,1,0,False,5.45,5.53,5.44,5.52,5.46,0.06,1.65,27405.48,15056.794,SZ,0.351,0.85,5.49,1.47,5.47,2.41,5.48,-1.08
002392,北京利尔,"Beijing Lier High Temperature Materials Co., Ltd.",1.65,0,1,0,False,3.63,3.7,3.6,3.69,3.63,0.06,2.75,56181.02,20572.265,SZ,0.6945,0.87,3.66,0.0,3.68,1.1,3.72,-4.4
002394,联发股份,"Jiangsu Lianfa Textile Co.,Ltd.",0.88,0,1,1,False,9.13,9.23,9.08,9.19,9.11,0.08,1.65,9148.79,8386.128,SZ,0.2841,1.88,9.14,1.21,9.13,1.43,9.11,0.11
002397,梦洁股份,"Hunan Mendale Hometextile Co.,Ltd.",4.4,0,1,0,False,4.97,5.3,4.93,5.22,5.0,0.22,7.4,84618.29,43436.29,SZ,1.7463,4.6,5.08,3.98,5.05,4.4,5.05,1.95
002398,垒知集团,"Lets Holdings Group Co.,Ltd.",1.69,0,1,2,False,5.32,5.46,5.31,5.4,5.31,0.09,2.82,76655.94,41440.474,SZ,1.4469,1.25,5.35,1.89,5.35,0.0,5.3,1.31
002399,海普瑞,"Shenzhen Hepalink Pharmaceutical Group Co.,Ltd.",1.6,0,1,0,False,16.73,17.26,16.55,17.11,16.84,0.27,4.22,73046.68,124494.793,SZ,0.5857,0.71,16.95,-1.16,17.04,9.26,16.29,11.54
002400,省广集团,"Guangdong Advertising Group Co., Ltd.",0.72,0,1,0,False,2.79,2.81,2.77,2.81,2.79,0.02,1.43,124539.06,34777.924,SZ,0.7436,0.97,2.8,0.36,2.81,2.18,2.79,1.44
002403,爱仕达,"AISHIDA CO.,LTD.",1.29,0,1,0,False,8.5,8.63,8.36,8.61,8.5,0.11,3.18,10559.6,9020.043,SZ,0.3346,0.67,8.57,-0.92,8.61,1.77,8.62,4.24
002404,嘉欣丝绸,"Zhejiang Jiaxin Silk Corp.,Ltd.",1.34,0,1,0,False,5.24,5.33,5.21,5.31,5.24,0.07,2.29,24055.47,12701.566,SZ,0.524,0.81,5.3,-1.48,5.35,-1.85,5.41,-2.93
002405,四维图新,"Navinfo Co., Ltd.",2.33,0,1,0,False,15.4,15.78,15.0,15.78,15.42,0.36,5.06,635571.0,976745.716,SZ,4.034,0.75,15.64,-3.66,15.64,8.3,15.09,10.04
002406,远东传动,"Xuchang Yuandong Drive Shaft Co.,Ltd.",1.18,0,1,2,False,5.11,5.16,5.06,5.16,5.1,0.06,1.96,16610.0,8518.673,SZ,0.3996,1.48,5.12,1.57,5.12,1.57,5.12,-0.77
002409,雅克科技,"Jiangsu Yoke Technology Co., Ltd.",0.28,0,1,1,False,18.29,18.68,18.12,18.22,18.17,0.05,3.08,39852.02,73109.532,SZ,1.6762,0.85,18.32,-0.92,18.39,0.94,18.15,3.17
002414,高德红外,"Wuhan Guide Infrared Co.,Ltd.",0.36,0,1,2,False,19.65,19.71,19.11,19.6,19.53,0.07,3.07,53012.7,103137.705,SZ,0.7225,0.79,19.72,-2.63,19.98,-1.11,20.13,-3.07
002423,中粮资本,"COFCO CAPITAL HOLDINGS CO.,LTD.",0.11,0,1,0,False,8.82,8.94,8.81,8.85,8.84,0.01,1.47,24718.01,21916.956,SZ,0.4914,0.92,8.86,-0.78,8.9,-1.23,8.92,-1.99
002428,云南锗业,"Yunnan Lincang Xinyuan Germanium Industry Co., Ltd.",2.88,0,1,1,False,6.95,7.15,6.94,7.14,6.94,0.2,3.03,158280.07,112113.19,SZ,2.4566,1.3,7.03,-0.97,7.08,2.88,7.03,-0.28
002433,太安堂,"Guangdong Taiantang Pharmaceutical Co.,Ltd",0.91,0,1,0,False,4.39,4.47,4.39,4.44,4.4,0.04,1.82,37818.0,16757.799,SZ,0.5132,1.13,4.43,-0.22,4.44,0.68,4.44,-1.33
002435,长江健康,"Changjiang Runfa Health Industry Co.,Ltd.",0.52,0,1,2,False,3.85,3.86,3.8,3.85,3.83,0.02,1.57,13835.35,5302.458,SZ,0.1153,0.56,3.84,0.26,3.86,-0.26,3.89,-1.28
002440,闰土股份,"Zhejiang Runtu Co., Ltd.",1.29,0,1,0,False,10.82,11.03,10.75,10.97,10.83,0.14,2.59,46131.67,50270.933,SZ,0.4922,1.18,10.93,0.73,10.92,1.57,10.87,3.1
002442,龙星化工,"Longxing Chemical Stock Co.,Ltd",2.22,0,1,0,False,4.05,4.3,4.01,4.15,4.06,0.09,7.14,99407.89,41193.035,SZ,2.0729,1.81,4.1,1.97,4.09,5.33,4.04,4.01
002444,巨星科技,"Hangzhou GreatStar Industrial Co.,Ltd",2.05,0,1,0,False,9.74,9.99,9.7,9.94,9.74,0.2,2.98,47471.21,46784.619,SZ,0.4692,1.05,9.87,0.91,9.9,0.4,9.91,-0.2
002448,中原内配,ZYNP Corporation,0.6,0,1,0,False,5.01,5.06,5.01,5.06,5.03,0.03,0.99,18565.0,9330.141,SZ,0.3942,0.68,5.05,-1.36,5.09,-1.75,5.06,1.81
002454,松芝股份,"Songz Automobile Air Conditioning Co.,Ltd.",0.89,0,1,2,False,4.51,4.53,4.47,4.53,4.49,0.04,1.34,18372.14,8287.225,SZ,0.2942,0.92,4.52,0.0,4.53,0.22,4.52,0.44
002457,青龙管业,"Ningxia Qinglong Pipes Industry Co.,Ltd.",1.81,0,1,3,False,7.78,7.95,7.75,7.88,7.74,0.14,2.58,42184.0,33197.099,SZ,1.2613,0.8,7.8,-0.25,7.88,0.25,7.83,1.94
002468,申通快递,"STO Express Co.,Ltd.",0.82,0,1,0,False,18.29,18.52,18.13,18.47,18.32,0.15,2.13,37233.04,68287.643,SZ,1.1222,0.93,18.4,0.0,18.47,-0.65,18.76,-6.43
002469,三维工程,"Shandong Sunway Petrochemical Engineering Co.,Ltd.",0.26,0,1,0,False,3.78,3.82,3.77,3.8,3.79,0.01,1.32,22827.51,8658.557,SZ,0.4926,1.21,3.8,-0.78,3.82,-0.26,3.83,-2.31
002470,金正大,"Kingenta Ecological Engineering Group Co., Ltd",2.73,0,1,2,False,2.57,2.64,2.55,2.63,2.56,0.07,3.52,362215.07,94369.41,SZ,1.277,1.32,2.59,3.14,2.58,3.54,2.59,-2.59
002480,新筑股份,"Chengdu Xinzhu Road&Bridge Machinery Co.,Ltd",1.35,0,1,0,False,3.68,3.78,3.67,3.75,3.7,0.05,2.97,25188.0,9410.463,SZ,0.3936,1.33,3.72,0.0,3.73,2.74,3.68,2.74
002482,广田集团,"Shenzhen Grandland Group Co.,Ltd.",0.97,0,1,0,False,4.11,4.17,4.09,4.15,4.11,0.04,1.95,59616.81,24694.55,SZ,0.3898,1.06,4.13,1.47,4.13,0.48,4.19,-3.71
002487,大金重工,Dajin Heavy Industry Corporation,2.18,0,1,0,False,5.05,5.22,4.82,5.16,5.05,0.11,7.92,151118.3,75818.713,SZ,2.8123,1.95,5.11,1.98,5.12,1.78,5.09,2.18
002490,山东墨龙,"Shandong Molong Petroleum Machinery Co.,Ltd.",0.83,0,1,2,False,3.63,3.65,3.59,3.64,3.61,0.03,1.66,16109.44,5832.664,SZ,0.4635,0.62,3.64,-0.27,3.65,1.11,3.62,-1.62
002494,华斯股份,Huasi Holding Company Limited,0.43,0,1,1,False,4.72,4.75,4.66,4.72,4.7,0.02,1.91,12867.0,6048.105,SZ,0.4348,0.94,4.71,0.64,4.71,1.51,4.7,0.43
002500,山西证券,"Shanxi Securities Co.,Ltd.",1.09,0,1,2,False,7.38,7.45,7.33,7.44,7.36,0.08,1.63,81787.93,60528.508,SZ,0.2891,1.03,7.39,1.09,7.4,0.4,7.4,0.0
002503,搜于特,"SOUYUTE GROUP CO.,LTD.",0.46,0,1,0,False,2.16,2.18,2.14,2.18,2.17,0.01,1.84,214233.64,46312.698,SZ,1.0092,1.33,2.17,1.4,2.17,2.35,2.16,0.46
002505,大康农业,"Hunan Dakang International Food & Agriculture Co.,Ltd",0.6,0,1,0,False,1.66,1.67,1.63,1.67,1.66,0.01,2.41,329283.28,54586.436,SZ,0.6003,0.98,1.67,-0.6,1.67,0.6,1.69,-4.02
002508,老板电器,"Hangzhou Robam Appliances Co.,Ltd.",0.3,0,1,2,False,30.86,30.88,30.38,30.59,30.5,0.09,1.64,53487.28,163865.558,SZ,0.5721,0.76,30.64,-2.39,30.97,-3.2,31.26,-1.77
002519,银河电子,"Jiangsu Yinhe Electronics Co.,Ltd.",0.28,0,1,3,False,3.57,3.59,3.52,3.57,3.56,0.01,1.97,40851.24,14533.672,SZ,0.4108,0.72,3.57,-0.28,3.59,0.0,3.56,0.0
002520,日发精机,"Zhejiang RIFA Precision Machinery Co.,Ltd.",0.31,0,1,0,False,6.43,6.53,6.42,6.46,6.44,0.02,1.71,10539.41,6813.758,SZ,0.2119,0.79,6.48,-3.15,6.54,-0.92,6.57,-3.0
002522,浙江众成,"Zhejiang Zhongcheng Packing Material Co., Ltd",0.18,0,1,0,False,5.52,5.58,5.48,5.53,5.52,0.01,1.81,28557.01,15800.887,SZ,0.3339,0.54,5.56,-2.64,5.62,-0.9,5.6,-0.72
002527,新时达,Shanghai STEP Electric Corporation,0.41,0,1,0,False,4.91,4.97,4.86,4.95,4.93,0.02,2.23,14325.73,7062.135,SZ,0.32,0.78,4.94,0.0,4.94,0.81,4.92,1.64
002536,飞龙股份,"Feilong Auto Components Co.,Ltd",0.68,0,1,0,False,4.41,4.49,4.4,4.46,4.43,0.03,2.03,21933.97,9752.521,SZ,0.4655,0.74,4.44,-2.19,4.48,0.9,4.45,-0.67
002539,云图控股,"Chengdu Wintrue Holding Co., Ltd.",2.42,0,1,0,False,4.53,4.79,4.52,4.65,4.54,0.11,5.95,58261.5,27119.074,SZ,0.9621,1.11,4.59,1.31,4.57,1.75,4.55,2.42
002542,中化岩土,"China Zhonghua Geotechnical Engineering Group Co., Ltd.",0.82,0,1,4,False,3.69,3.71,3.65,3.67,3.64,0.03,1.65,47909.0,17595.325,SZ,0.4068,1.29,3.66,-1.08,3.7,-1.87,3.77,-12.2
002545,东方铁塔,"Qingdao East Steel Tower Stock Co.,Ltd",0.75,0,1,1,False,6.7,6.74,6.63,6.71,6.66,0.05,1.65,40872.0,27367.012,SZ,0.396,0.63,6.7,-0.74,6.74,-1.18,6.74,-3.03
002551,尚荣医疗,"Shenzhen Glory Medical Co.,Ltd.",0.22,0,1,2,False,4.52,4.55,4.46,4.52,4.51,0.01,2.0,14790.73,6659.131,SZ,0.3312,0.8,4.52,0.89,4.51,1.57,4.49,1.35
002554,惠博普,"China Oil HBP Science & Technology Co.,Ltd",0.68,0,1,0,False,2.91,2.96,2.91,2.95,2.93,0.02,1.71,52260.74,15368.13,SZ,0.6788,1.36,2.94,1.72,2.92,3.15,2.9,0.68
002556,辉隆股份,"Anhui Huilong Agricultural Means of Production .Co.,Ltd.",8.85,0,1,0,True,5.2,5.72,5.15,5.66,5.2,0.46,10.96,236368.06,130308.481,SZ,3.3031,1.95,5.38,4.81,5.4,6.79,5.25,16.7
002558,巨人网络,"Giant Network Group Co., Ltd.",0.23,0,1,0,False,17.5,17.57,17.37,17.54,17.5,0.04,1.14,27700.05,48399.944,SZ,0.1368,0.58,17.56,-1.57,17.72,-0.34,17.63,0.11
002561,徐家汇,"Shanghai Xujiahui Commercial Co., Ltd.",1.4,0,1,2,False,7.86,7.96,7.83,7.96,7.85,0.11,1.66,5122.01,4053.505,SZ,0.129,1.3,7.89,1.02,7.9,1.02,7.89,0.63
002562,兄弟科技,"Brother Enterprises Holding Co.,Ltd.",0.64,0,1,1,False,4.74,4.74,4.65,4.72,4.69,0.03,1.92,67163.78,31498.263,SZ,1.2459,0.67,4.75,-3.08,4.79,-2.28,4.77,0.64
002566,益盛药业,"Jilin Jian Yisheng Pharmaceutical Co.,Ltd.",1.15,0,1,0,False,6.08,6.16,6.07,6.16,6.09,0.07,1.48,9408.0,5764.654,SZ,0.4105,1.01,6.13,0.82,6.14,1.48,6.11,1.65
002572,索菲亚,"Suofeiya Home Collection Co.,Ltd",1.39,0,1,2,False,17.35,17.6,17.26,17.55,17.31,0.24,1.96,82299.53,143901.414,SZ,1.2916,1.28,17.42,0.98,17.49,-1.07,17.49,-0.57
002573,清新环境,"Beijing SPC Environment Protection Tech Co.,Ltd.",0.49,0,1,0,False,6.12,6.18,6.08,6.16,6.13,0.03,1.63,24754.58,15188.179,SZ,0.2295,0.86,6.17,0.16,6.17,1.65,6.13,-0.96
002578,闽发铝业,Fujian Minfa Aluminium Inc,1.61,0,1,2,False,3.14,3.17,3.11,3.16,3.11,0.05,1.93,15804.0,4974.496,SZ,0.2449,1.06,3.14,0.32,3.15,1.61,3.12,0.96
002582,好想你,"Haoxiangni Health Food Co., Ltd.",0.13,0,1,0,False,7.8,7.89,7.76,7.81,7.8,0.01,1.67,36070.54,28164.239,SZ,0.9656,1.01,7.84,-2.37,7.92,-1.88,8.01,-5.68
002583,海能达,Hytera Communications Corporation Limited,0.34,0,1,1,False,8.86,8.92,8.74,8.79,8.76,0.03,2.05,72972.51,64354.307,SZ,0.6966,0.86,8.82,-0.9,8.85,0.0,8.79,3.17
002585,双星新材,"Jiangsu Shuangxing Color Plastic New Materials Co.,Ltd.",0.45,0,1,2,False,4.45,4.47,4.4,4.45,4.43,0.02,1.58,45277.57,20123.688,SZ,0.5313,1.01,4.44,0.0,4.45,0.68,4.43,-0.22
002588,史丹利,"STANLEY AGRICULTURE GROUP CO.,LTD.",1.6,0,1,2,False,3.76,3.82,3.72,3.81,3.75,0.06,2.67,20329.66,7698.211,SZ,0.2703,1.32,3.77,0.79,3.78,1.87,3.74,3.25
002592,八菱科技,"Nanning Baling Technology Co.,Ltd.",0.81,0,1,3,False,14.92,15.14,14.75,14.98,14.86,0.12,2.62,37566.3,56350.019,SZ,1.5285,0.86,14.9,-1.19,15.05,2.46,14.85,8.16
002597,金禾实业,"Anhui Jinhe Industrial Co.,Ltd",1.58,0,1,0,False,18.25,18.73,17.97,18.65,18.36,0.29,4.14,43991.17,81167.815,SZ,0.7957,1.6,18.49,1.41,18.51,0.97,18.55,1.91
002598,山东章鼓,"Shandong Zhangqiu Blower Co.,Ltd",1.04,0,1,0,False,5.76,5.87,5.75,5.85,5.79,0.06,2.07,12226.0,7123.842,SZ,0.4526,0.94,5.81,0.17,5.83,1.39,5.82,-0.34
002599,盛通股份,"Beijing Shengtong Printing Co.,Ltd",1.23,0,1,1,False,4.08,4.15,4.05,4.12,4.07,0.05,2.46,29348.7,12021.349,SZ,0.8593,0.95,4.09,0.98,4.09,3.78,4.05,4.04
002601,龙蟒佰利,"Lomon Billions Group Co.,Ltd.",1.15,0,1,3,False,13.17,13.42,13.15,13.25,13.1,0.15,2.06,96733.42,128346.244,SZ,0.4772,0.57,13.21,2.71,13.05,5.24,12.7,7.64
002602,世纪华通,"Zhejiang Century Huatong Group Co.,Ltd",3.71,0,1,2,False,9.18,9.51,9.17,9.5,9.16,0.34,3.71,321293.75,301245.006,SZ,1.2394,0.67,9.31,-0.42,9.4,6.5,9.11,6.5
002608,江苏国信,"Jiangsu Guoxin Corp., Ltd.",1.13,0,1,0,False,7.05,7.15,7.02,7.15,7.07,0.08,1.84,16197.92,11502.933,SZ,0.1523,1.46,7.1,1.27,7.1,1.27,7.11,-0.83
002615,哈尔斯,"Zhejiang Haers Vacuum Containers Co.,Ltd.",0.76,0,1,0,False,5.24,5.35,5.24,5.28,5.24,0.04,2.1,13558.25,7178.358,SZ,0.6019,1.15,5.27,-0.94,5.31,-1.12,5.31,-4.17
002616,长青集团,Guangdong Chant Group Inc.,0.69,0,1,0,False,7.24,7.34,7.1,7.3,7.25,0.05,3.31,17269.92,12539.256,SZ,0.3759,1.37,7.29,-1.48,7.35,-2.01,7.39,-0.27
002617,露笑科技,"Roshow Technology Co., Ltd.",1.1,0,1,1,False,5.46,5.53,5.35,5.5,5.44,0.06,3.31,133397.67,72898.98,SZ,1.2525,1.05,5.47,0.73,5.46,2.8,5.43,1.66
002623,亚玛顿,"Changzhou Almaden Co., Ltd.",0.46,0,1,0,False,12.96,13.04,12.91,13.02,12.96,0.06,1.0,2357.0,3060.171,SZ,0.1477,0.79,12.99,0.23,13.02,0.85,12.99,0.46
002624,完美世界,"Perfect World Co., Ltd.",0.91,0,1,0,False,33.9,35.05,32.91,34.56,34.25,0.31,6.25,265820.45,904563.723,SZ,2.2917,0.72,34.44,-3.25,34.53,13.02,32.18,19.88
002630,华西能源,"China Western Power Industrial Co., Ltd.",2.11,0,1,2,False,2.38,2.42,2.36,2.42,2.37,0.05,2.53,188928.6,45326.886,SZ,1.9447,1.44,2.39,2.54,2.37,5.22,2.35,5.22
002632,道明光学,"Daoming Optics&Chemical Co.,Ltd",3.08,0,1,0,False,6.15,6.37,6.12,6.36,6.17,0.19,4.05,59840.03,37524.333,SZ,1.0366,2.11,6.25,1.6,6.25,4.09,6.2,2.91
002633,申科股份,Shenke Slide Bearing Corporation,0.5,0,1,2,False,8.0,8.0,7.88,7.97,7.93,0.04,1.51,3704.0,2938.645,SZ,0.2479,0.65,7.97,-0.75,8.0,0.38,8.0,-0.38
002636,金安国纪,Goldenmax International Technology Ltd.,0.26,0,1,0,False,7.72,7.84,7.65,7.8,7.78,0.02,2.44,27128.6,21022.496,SZ,1.1008,0.75,7.83,-2.01,7.88,-0.26,7.86,-0.26
